epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
65,ACH-000277,-137.15509033203125,-142.06085205078125,4.348857402801514,0.5569068789482117,True,-8.985465049743652,0.1875,-9.105799826292873,1.3614482879638672,-10.0,-4.589146614074707,-5.63767147064209,-4.1419291496276855,0.0
66,ACH-000288,-165.49880981445312,-170.78334045410156,4.735684394836426,0.5488413572311401,True,-9.045352935791016,0.171875,-9.099755137242688,1.6240630149841309,-10.0,-4.445688724517822,-5.205519199371338,-3.379532814025879,0.0
67,ACH-000330,-125.24055480957031,-130.1701202392578,4.339846134185791,0.5897171497344971,True,-9.056180953979492,0.171875,-9.09539771891637,1.2404307126998901,-10.0,-4.508688449859619,-5.1236724853515625,-3.815972328186035,0.0
68,ACH-000349,-117.19699096679688,-121.8414535522461,4.093613624572754,0.5508495569229126,True,-8.914908409118652,0.203125,-9.077348787936598,1.1586277484893799,-10.0,-4.658012866973877,-5.2180562019348145,-3.983198404312134,0.0
69,ACH-000352,-137.90570068359375,-142.57931518554688,4.107698440551758,0.5659216642379761,True,-8.853738784790039,0.1875,-9.054987787621943,1.360764503479004,-10.0,-3.8866047859191895,-4.301857948303223,-3.3424715995788574,0.0
70,ACH-000374,-99.65054321289062,-104.41651153564453,4.193636894226074,0.5723292231559753,True,-8.79034423828125,0.21875,-9.028523432687875,1.003557562828064,-10.0,-4.470147132873535,-5.215250492095947,-3.852381706237793,0.0
71,ACH-000536,-132.04122924804688,-136.79107666015625,4.207581043243408,0.542269229888916,True,-8.647064208984375,0.25,-8.990377510317526,1.2349698543548584,-10.0,-4.588258743286133,-5.152092933654785,-3.8017847537994385,0.0
72,ACH-000554,-105.39138793945312,-110.11949920654297,4.132208824157715,0.595902681350708,True,-8.455117225646973,0.28125,-8.936851481850471,0.9851804375648499,-10.0,-4.507081985473633,-5.056385040283203,-3.2560911178588867,0.0
73,ACH-000568,-143.65139770507812,-148.5863494873047,4.361904621124268,0.5730464458465576,True,-8.614058494567871,0.234375,-8.904572183122212,1.2207953929901123,-10.0,-4.086650848388672,-4.48934268951416,-3.5726125240325928,0.0
74,ACH-000573,-158.18699645996094,-162.59466552734375,3.8335630893707275,0.5741031765937805,True,-8.477005004882812,0.265625,-8.861815465298273,1.303566336631775,-10.0,-4.26637077331543,-4.843447208404541,-3.6826624870300293,0.0
